iter	M_lnV_dist(1)	M_lnk_e(1)	V_lnV_dist(1)	V_lnk_e(1)	Ve_lnC_rest(1)	lnV_dist(1.1)	lnk_e(1.1)	lnV_dist(1.1.1)	lnk_e(1.1.1)	lnV_dist(1.2)	lnk_e(1.2)	lnV_dist(1.2.1)	lnk_e(1.2.1)	LnPrior	LnData	LnPosterior
240	-0.221869	-1.59811	0.555589	0.157666	0.499916	-0.494008	-1.62965	-0.819997	-2.28641	-0.412897	-1.8901	-0.361923	-1.76559	-1.321373e+00	-9.074196e+02	-9.087410e+02
250	-0.315858	-1.19034	0.923209	0.376327	0.499916	-0.866014	-1.48453	-1.24236	-1.40091	-0.409242	-1.22817	-0.238844	-1.37464	-5.768249e+00	-9.074196e+02	-9.131879e+02
260	-0.560575	-0.826449	0.760931	0.352157	0.499916	-1.99853	-0.699285	-0.925264	-1.49129	-1.47634	-1.22986	-2.09909	-1.09503	-9.269336e+00	-9.074196e+02	-9.166890e+02
270	-0.681338	-1.49253	0.301143	0.213275	0.499315	-0.605164	-1.59159	-0.609829	-2.16071	-1.46837	-1.37316	-1.55618	-1.10266	-9.447466e-01	-9.084829e+02	-9.094276e+02
280	-0.606628	-1.52739	0.13288	0.0427762	0.499887	-0.297961	-1.60245	-0.501708	-1.47588	-0.728776	-1.89553	-0.96274	-2.32057	2.012844e+00	-9.074711e+02	-9.054583e+02
290	-0.779928	-1.70915	0.131013	0.123522	0.499887	-0.89233	-1.24649	-0.541498	-1.13964	-0.461385	-2.08788	-0.888817	-1.91499	2.031589e+00	-9.074711e+02	-9.054395e+02
300	-0.610742	-1.87463	0.231544	0.185689	0.499887	-0.730644	-1.96973	-0.993604	-2.61765	-0.510451	-1.59991	-0.626955	-2.21358	1.595583e-01	-9.074711e+02	-9.073115e+02
310	-0.227076	-2.15008	0.117255	0.21719	0.498787	-0.631205	-2.51997	-1.05273	-1.98094	-0.0909553	-1.92492	-0.420344	-1.57455	1.454764e+00	-9.094199e+02	-9.079651e+02
320	-0.68896	-1.61959	0.117255	0.170525	0.497798	-1.00935	-1.0374	-1.37124	-0.473059	-0.73575	-1.48537	-0.730275	-2.01558	9.354118e-01	-9.111795e+02	-9.102440e+02
330	-0.477228	-1.73615	0.344234	0.237573	0.497707	-1.01921	-0.884448	-1.14315	-0.064561	-0.533346	-1.63538	-0.717224	-1.75232	-2.745313e+00	-9.113413e+02	-9.140866e+02
340	-0.109156	-1.19256	0.165929	0.0699401	0.499765	-0.231982	-1.68791	-0.111759	-1.74673	-0.493241	-1.14091	-0.665018	-1.31853	3.742522e+00	-9.076862e+02	-9.039437e+02
350	-0.532164	-1.33246	0.0805625	0.0395003	0.498754	-0.445777	-1.49967	-1.01241	-1.1958	-1.02535	-1.17878	-0.959646	-1.38811	1.278572e+00	-9.094782e+02	-9.081996e+02
360	-0.643793	-1.16849	0.0503811	0.140083	0.49992	-0.979332	-1.12774	-1.00977	-1.42774	-0.683158	-1.50212	-0.906192	-1.44286	3.354490e+00	-9.074115e+02	-9.040570e+02
370	-0.919074	-1.20357	0.105047	0.0917322	0.499806	-1.13925	-1.07935	-1.14339	-0.609715	-0.650775	-1.90885	-0.749216	-1.99506	5.075684e-01	-9.076137e+02	-9.071061e+02
380	-0.987933	-2.05463	0.180311	0.127919	0.49973	-0.518331	-2.2796	-0.802201	-2.01808	-0.822717	-2.2011	-0.60877	-1.01614	-4.354046e+00	-9.077484e+02	-9.121024e+02
390	-0.38462	-2.73528	0.19745	0.0736055	0.49973	-0.997141	-1.98594	-0.932764	-1.4441	-0.50388	-2.61176	-0.879256	-2.66356	-3.595177e+00	-9.077484e+02	-9.113435e+02
400	-0.219993	-2.54609	0.300332	0.0810516	0.499586	-0.762075	-2.25702	-1.26158	-2.58772	-0.29969	-2.34088	-0.522816	-2.0534	-5.407358e-02	-9.080035e+02	-9.080576e+02
410	-0.539156	-1.76484	0.497596	0.144271	0.499498	-0.716504	-1.9669	-0.290765	-2.5628	-0.689601	-1.82869	-0.302444	-1.93953	-8.338598e-01	-9.081593e+02	-9.089932e+02
420	-0.600658	-1.80622	0.0866053	0.0778867	0.499703	-0.67804	-2.13957	-0.762213	-2.55169	-1.037	-1.75982	-0.903388	-1.89768	4.241649e+00	-9.077951e+02	-9.035534e+02
430	-0.467702	-1.75637	0.0960633	0.103605	0.499382	-0.125287	-1.4886	-0.106854	-1.16172	-0.596542	-1.66961	-0.620996	-1.57114	6.011309e+00	-9.083637e+02	-9.023523e+02
440	-0.388078	-1.3619	0.103947	0.375627	0.499829	-0.349262	-2.08732	-0.833712	-1.57263	-0.3872	-1.84171	-0.684002	-2.68283	-1.152918e+00	-9.075729e+02	-9.087258e+02
450	-0.820544	-1.8928	0.252562	0.0822524	0.499201	-0.824294	-1.59805	-1.64167	-1.42244	-0.253822	-1.55494	-0.543135	-2.11349	-1.437494e+00	-9.086848e+02	-9.101223e+02
460	-0.22919	-1.5969	0.144535	0.207858	0.49998	-0.0984432	-1.52339	-0.628262	-1.69205	-0.24365	-1.01978	-0.752558	-2.36992	-2.069450e+00	-9.073061e+02	-9.093756e+02
470	-0.204365	-2.31641	0.0503956	0.395572	0.497813	-0.186346	-2.12033	-0.2029	-2.85898	-0.436743	-1.70078	-0.646301	-0.356273	-2.012185e+00	-9.111527e+02	-9.131649e+02
480	-0.237501	-1.29743	0.149804	0.454201	0.499383	-0.529576	-2.08343	-0.244173	-1.81355	-0.613631	-1.0139	-0.373338	-0.0665871	-2.301634e+00	-9.083631e+02	-9.106647e+02
490	-0.312281	-2.07683	0.183626	0.283924	0.499733	-0.131803	-1.90123	-0.696399	-2.21122	-0.151657	-1.87101	-0.344991	-1.60308	1.434009e+00	-9.077419e+02	-9.063079e+02
500	-0.360274	-2.03547	0.0607007	0.133316	0.499845	-0.635283	-1.7765	-0.308389	-1.7278	-0.71572	-2.33151	-0.599326	-2.49763	3.232336e+00	-9.075441e+02	-9.043118e+02
510	-0.603872	-1.86797	0.059139	0.156784	0.499238	-0.393085	-1.78695	-0.243484	-1.38895	-0.578958	-1.69981	-0.444573	-1.64024	4.790068e+00	-9.086194e+02	-9.038293e+02
520	-0.872415	-1.62382	0.0972851	0.293439	0.499306	-0.760577	-2.00527	-0.823477	-1.83507	-1.25227	-1.76116	-0.324301	-2.09338	-3.437005e+00	-9.084996e+02	-9.119366e+02
530	-0.168594	-2.04946	0.288684	1.99407	0.499922	-0.648768	-1.00259	-0.571246	-1.64634	-0.346589	-1.38329	-1.39363	-2.97835	-1.088674e+01	-9.074081e+02	-9.182948e+02
540	-0.717755	-1.22319	0.349239	1.55392	0.498879	-0.774064	-2.66305	-0.228683	-1.47532	-1.10052	-2.41211	-0.561616	-1.40604	-1.082736e+01	-9.092562e+02	-9.200836e+02
550	-0.348268	-1.45373	0.258853	1.8618	0.499567	-0.433951	-0.455305	-0.43226	-1.88571	-0.915648	-2.88463	-1.21273	-2.45974	-8.377377e+00	-9.080359e+02	-9.164133e+02
560	-0.439876	-1.46948	0.239003	1.95084	0.499765	-0.524787	-1.09581	-0.545683	-0.340147	-0.743055	-2.06306	-1.21395	-2.1774	-7.513596e+00	-9.076859e+02	-9.151995e+02
570	-0.389057	-1.69795	0.246631	2.24758	0.499831	-0.345227	0.068753	-0.216086	-0.229483	-0.812632	-1.26874	-0.529445	-1.32359	-7.974278e+00	-9.075693e+02	-9.155435e+02
580	-0.360403	-1.43766	0.0575404	1.93174	0.499271	-0.293729	-1.82189	-0.434324	-0.637574	-0.377628	-2.61482	-0.224763	-2.69472	-4.541369e+00	-9.085616e+02	-9.131030e+02
590	-0.256193	-2.04365	0.0693146	1.68182	0.499857	-0.372805	-2.73759	-0.646868	-0.372883	-0.282763	-2.95288	-0.24829	-2.72287	-5.089176e+00	-9.075234e+02	-9.126126e+02
600	-0.533499	-1.20679	0.0601442	1.60736	0.49791	-0.813914	-1.86781	-0.715341	-2.59928	-0.712594	-0.674999	-0.817008	-1.20648	-5.104220e+00	-9.109805e+02	-9.160847e+02
610	-0.436927	-1.55837	0.160931	1.13081	0.499407	-0.322771	-1.72972	-0.259669	-2.00152	-0.395688	-0.0768907	-0.358023	-0.414713	-3.540322e+00	-9.083200e+02	-9.118603e+02
620	-0.470231	-1.92944	0.0693181	3.11854	0.498293	-0.222558	-0.321831	-0.162924	-2.92851	-1.17869	-1.65334	-0.94147	0.00180601	-1.171430e+01	-9.102985e+02	-9.220128e+02
630	-0.53714	-1.41757	0.0598511	2.98109	0.499241	-0.398884	-0.218228	-0.535476	-1.80958	-0.550098	-2.19034	-0.41369	-1.97022	-6.544599e+00	-9.086142e+02	-9.151588e+02
640	-0.766853	-2.293	0.192077	3.17579	0.499114	-1.01195	-1.42608	-0.675438	-2.91331	-1.00241	-1.29147	-0.564293	-1.00534	-1.120088e+01	-9.088392e+02	-9.200400e+02
650	-0.12607	-2.2388	1.22173	2.59389	0.499586	-0.985993	-1.69061	-1.34413	-1.3255	-0.248488	-2.51331	-0.478033	-2.31069	-1.514456e+01	-9.080033e+02	-9.231478e+02
660	-0.585386	-0.695083	2.00343	2.08713	0.498062	-0.954862	-1.41904	-1.02171	-2.4323	-0.127128	-0.785455	-0.462167	-2.65016	-1.804959e+01	-9.107086e+02	-9.287582e+02
670	-0.692273	-1.57513	0.903845	1.96001	0.499397	-0.138343	-1.41344	-1.39922	-2.17397	-1.07741	-0.974113	-0.73892	-1.63263	-1.341560e+01	-9.083376e+02	-9.217532e+02
680	-0.562175	-1.38259	1.83453	0.111411	0.499578	-1.05572	-1.47068	-0.201864	-1.87032	-1.2119	-0.73146	-1.29613	-0.242844	-7.534848e+00	-9.080167e+02	-9.155516e+02
690	-0.732435	-1.04114	0.153085	0.213615	0.49969	-0.247282	-0.768116	-0.600749	-0.729705	-0.844479	-0.720902	-1.65608	-0.870354	-1.198025e+00	-9.078180e+02	-9.090160e+02
700	-0.847112	-1.40583	0.139421	0.19511	0.499528	-1.14127	-1.14869	-1.17846	-1.64601	-1.20359	-1.66203	-1.68599	-2.05393	9.923658e-03	-9.081047e+02	-9.080948e+02
710	-0.850403	-2.20171	0.112881	0.19511	0.496417	-1.16186	-1.55071	-1.31954	-1.95685	-1.88754	-1.7665	-1.76392	-1.29139	-4.591970e+00	-9.136481e+02	-9.182400e+02
720	-0.267545	-1.26864	0.346397	0.312139	0.499826	-0.794336	-1.54259	-0.619987	-2.68502	-0.957262	-2.22656	-1.29655	-2.56874	-5.900104e+00	-9.075777e+02	-9.134778e+02
730	-0.530925	-1.43482	0.103665	0.0356469	0.499955	-0.869856	-1.40679	-1.15343	-1.50996	-0.528033	-1.17114	-0.280206	-0.762494	1.911015e+00	-9.073496e+02	-9.054385e+02
740	-0.247106	-1.22612	0.398871	0.338781	0.499861	-0.980558	-1.99774	-1.31625	-2.50399	-0.492235	-0.445324	-0.922006	0.0848204	-5.129991e+00	-9.075169e+02	-9.126469e+02
750	-0.533094	-1.35839	0.136707	0.381192	0.499861	-0.803317	-0.869324	-0.832108	-1.16433	-0.640912	-0.619674	-0.380703	-1.03242	-3.393562e-01	-9.075169e+02	-9.078563e+02
760	-0.429173	-1.34897	0.124646	0.0521714	0.499678	-0.780595	-0.946962	-0.355198	-0.548532	-0.500968	-1.54471	-0.797594	-1.17911	7.633950e-01	-9.078400e+02	-9.070766e+02
770	-0.266595	-1.70134	0.189491	0.117984	0.498948	-0.186905	-1.21138	-0.14339	-1.46352	-0.782987	-1.99825	-1.54709	-2.41537	9.569723e-01	-9.091331e+02	-9.081761e+02
780	-0.56836	-1.41344	0.173461	0.150213	0.499621	-0.702817	-1.91983	-0.223409	-2.17682	-1.30202	-1.86614	-0.865296	-2.41984	-1.278779e+00	-9.079406e+02	-9.092194e+02
790	-0.947243	-1.87114	0.189977	0.107975	0.49999	-0.454773	-1.5261	-0.205565	-1.49578	-0.831729	-1.61469	-1.98996	-1.76271	-1.802772e+00	-9.072882e+02	-9.090910e+02
800	-0.365573	-0.929186	0.213137	0.097506	0.498528	-1.16729	-1.02196	-0.810884	-1.20901	-1.07158	-1.4592	-1.16927	-1.61896	-8.893730e-01	-9.098792e+02	-9.107685e+02
810	-0.767265	-1.86705	0.430527	0.0718247	0.499513	-0.815078	-2.04636	-1.65676	-2.27328	-1.17744	-1.6124	-0.26315	-1.38122	-1.309930e+00	-9.081329e+02	-9.094428e+02
820	-0.884559	-1.3865	0.397365	0.0954065	0.49961	-0.667032	-2.00577	-0.537354	-1.55281	-0.582592	-1.35912	-1.34952	-1.04372	-3.067092e+00	-9.079606e+02	-9.110277e+02
830	-0.359583	-1.9393	0.218511	0.147136	0.499302	-0.378233	-1.95299	-0.352582	-1.66652	-1.10255	-1.14425	-1.56455	-0.764696	-5.863789e-01	-9.085060e+02	-9.090924e+02
840	-0.811583	-1.01923	0.0870809	0.259382	0.499396	-0.654763	-0.434825	-0.0916847	-1.14624	-0.548533	-0.226888	-0.211529	-0.442144	-3.065359e+00	-9.083385e+02	-9.114039e+02
850	-0.580592	-0.928543	0.504397	0.105217	0.499764	-1.44655	-1.39802	-0.529742	-1.71169	-0.631495	-0.921408	-0.785407	-0.953034	-2.631006e+00	-9.076876e+02	-9.103186e+02
860	-0.546049	-1.71641	0.190916	0.168803	0.499747	-1.8593	-1.78797	-1.57283	-1.59447	-0.864659	-2.03684	-0.598919	-1.10935	-4.080185e+00	-9.077186e+02	-9.117987e+02
870	-0.692509	-1.88727	0.376938	0.177847	0.499587	-2.07354	-2.05183	-1.88592	-2.37592	-1.15704	-1.48083	-1.02162	-0.774698	-3.913663e+00	-9.080004e+02	-9.119140e+02
880	-0.795142	-2.47186	0.165902	0.170431	0.499195	-0.874762	-2.80403	-0.970755	-1.83059	-0.769863	-2.51475	-0.257707	-2.42374	-1.458859e+00	-9.086964e+02	-9.101552e+02
890	-1.01851	-1.81252	0.0669432	0.355096	0.499771	-0.867953	-2.35485	-0.783145	-1.22297	-0.991277	-1.90927	-0.699755	-1.90737	-1.888264e+00	-9.076762e+02	-9.095645e+02
900	-0.717539	-2.10404	0.0953153	0.0908482	0.498377	-0.874573	-1.4742	-1.05853	-1.53873	-0.736151	-2.43082	-0.390866	-2.46977	2.624740e+00	-9.101480e+02	-9.075233e+02
910	-0.494746	-1.94362	0.144433	0.20479	0.499855	-0.532604	-1.88443	-1.12808	-2.31008	-0.297762	-2.44266	-0.457535	-2.64537	1.759608e+00	-9.075266e+02	-9.057670e+02
920	-0.350512	-2.9773	0.153768	0.141012	0.499673	-0.541337	-3.02304	-0.669563	-2.71644	-0.385742	-2.60687	-0.872987	-2.94569	1.386784e+00	-9.078490e+02	-9.064622e+02
930	-0.236799	-2.34743	0.127187	0.142131	0.499693	-0.910778	-2.25807	-1.28526	-2.8115	-0.320279	-2.45636	-1.01144	-2.47707	-3.146458e-01	-9.078131e+02	-9.081277e+02
940	-0.702879	-2.27532	0.742357	0.129556	0.499527	-1.09936	-2.61036	-1.701	-2.69523	-0.493663	-2.40173	-0.502747	-2.56135	-2.270457e+00	-9.081071e+02	-9.103775e+02
950	-0.693525	-2.27538	0.286504	1.55785	0.499891	-1.46555	-1.36955	-1.09727	-2.92381	-0.537144	-2.05369	-0.515218	-2.48701	-9.901503e+00	-9.074639e+02	-9.173654e+02
960	-1.2445	-2.24712	0.17652	0.712347	0.499621	-0.538544	-2.9656	-0.440436	-2.52684	-1.06537	-2.55508	-1.03491	-2.50857	-7.616127e+00	-9.079410e+02	-9.155571e+02
970	-0.694137	-2.42382	0.17652	0.293236	0.499657	-0.664616	-2.87945	-0.525054	-2.83965	-0.746162	-2.13746	-1.00524	-2.41544	1.891997e-01	-9.078764e+02	-9.076872e+02
980	-0.937181	-2.38596	0.128695	0.111226	0.499557	-0.656386	-2.74334	-0.678416	-2.47434	-1.24927	-2.21033	-1.35929	-2.2971	1.903133e+00	-9.080545e+02	-9.061513e+02
990	-0.381114	-2.01164	0.0780342	0.111226	0.499371	-0.713388	-1.95399	-0.924252	-2.37263	-0.747445	-1.46814	-1.03565	-1.39745	2.425712e+00	-9.083836e+02	-9.059579e+02
1000	-0.684609	-2.05372	0.0691045	0.111226	0.499408	-1.15362	-2.11871	-0.995444	-1.99042	-0.71621	-1.39166	-0.979905	-0.910201	1.123316e+00	-9.083185e+02	-9.071952e+02
1010	-0.41637	-1.25542	0.113856	0.111226	0.499942	-0.9674	-2.27122	-1.70753	-1.77768	-1.37089	-1.61968	-1.49656	-1.37704	-8.175739e+00	-9.073728e+02	-9.155485e+02
1020	-0.623319	-1.22523	0.179823	0.14663	0.499879	-1.22444	-1.51162	-1.43261	-1.473	-0.290742	-0.758366	-0.432068	-1.25115	8.000643e-01	-9.074849e+02	-9.066849e+02
1030	-0.297447	-0.62723	0.179823	0.14663	0.499822	-0.550586	-1.0889	-0.496885	-1.609	-0.410194	-0.798755	-0.571108	-0.674283	4.934764e-01	-9.075850e+02	-9.070915e+02
1040	-0.417321	-1.3501	0.525277	0.277078	0.498651	-0.323709	-1.83236	-0.861446	-1.33286	-0.35719	-0.614499	-0.770684	-0.435557	-3.499700e+00	-9.096605e+02	-9.131602e+02
1050	-0.522725	-2.19501	0.265819	0.498113	0.499969	-0.857595	-2.12329	-0.508692	-1.87421	-1.18361	-0.22609	-0.935671	0.0522703	-7.083866e+00	-9.073254e+02	-9.144093e+02
1060	-0.239462	-1.15059	0.131829	0.381608	0.499481	-0.281114	-1.18543	-0.162164	-2.17948	-0.468865	-1.28691	-0.366407	-1.26785	1.594391e-01	-9.081892e+02	-9.080298e+02
1070	-0.643439	-1.35771	0.057599	0.336134	0.49929	-0.634978	-0.725981	-0.783017	-0.440334	-0.40218	-0.839938	-0.650421	-0.691081	7.352745e-01	-9.085271e+02	-9.077918e+02
1080	-0.954245	-1.61085	0.514394	0.271625	0.499846	-0.312582	-1.65438	-0.284375	-1.25808	-0.980519	-1.46131	-1.10417	-0.586531	-5.159130e+00	-9.075425e+02	-9.127016e+02
1090	-0.269158	-0.713417	0.198919	0.259799	0.499905	-0.869527	-0.364589	-1.3345	-0.0276314	-0.555282	-0.160895	-0.269378	-0.75736	-2.629121e+00	-9.074391e+02	-9.100683e+02
1100	-0.559491	-1.04702	0.198919	0.131253	0.499699	-0.166977	-0.83701	-1.04021	-0.327333	-0.445975	-0.158018	-0.119825	-0.102127	-2.268741e+00	-9.078036e+02	-9.100723e+02
1110	-0.271557	-0.598443	0.103479	0.0753487	0.499978	-0.63865	-0.124277	-1.17839	-0.253735	-0.618895	-0.257875	-0.56799	-0.0794594	1.168396e-01	-9.073092e+02	-9.071924e+02
1120	-0.703452	-0.726757	0.0948174	0.151929	0.499954	-0.740069	-0.605448	-0.90821	-0.332912	-0.938378	-0.0510252	-1.3449	-0.0912709	8.621620e-01	-9.073512e+02	-9.064890e+02
1130	-0.830315	-0.540586	0.143134	0.124199	0.499037	-0.497688	-0.688148	-0.161458	-0.0131587	-0.692474	-0.662869	-1.0267	-0.608819	-1.257950e+00	-9.089757e+02	-9.102337e+02
1140	-0.238929	-1.12451	0.0722508	0.0539873	0.499524	-0.873631	-0.885772	-1.34493	-0.562858	-0.197124	-1.16374	-0.346335	-1.02689	1.724158e+00	-9.081125e+02	-9.063883e+02
1150	-0.510075	-1.1308	0.0885845	0.181576	0.499691	-0.733532	-1.0899	-0.582901	-0.955245	-1.08711	-1.10545	-0.882183	-1.27737	2.166783e+00	-9.078167e+02	-9.056499e+02
1160	-0.793063	-1.72866	0.0885845	0.304964	0.499667	-0.806038	-2.00761	-0.195767	-1.38596	-1.34881	-1.39184	-1.36158	-2.0803	-2.856577e+00	-9.078597e+02	-9.107163e+02
1170	-0.445849	-1.94688	0.112208	0.214696	0.498921	-0.176146	-2.05543	-0.310285	-2.10037	-0.274878	-2.18624	-0.404859	-2.06906	4.400017e+00	-9.091821e+02	-9.047821e+02
1180	-0.346966	-1.66934	0.112208	0.0523289	0.499211	-0.305627	-1.58532	-0.399046	-1.46759	-0.81733	-1.78685	-0.692868	-1.61685	6.053337e+00	-9.086669e+02	-9.026136e+02
1190	-0.535247	-2.08949	0.0758815	0.172558	0.499721	-0.455318	-2.27524	-0.380511	-2.59136	-0.361973	-2.72554	-0.720943	-2.85994	3.214483e+00	-9.077640e+02	-9.045495e+02
1200	-0.516761	-1.93552	0.161958	0.0762584	0.499852	-0.468542	-2.36765	-0.28747	-2.78557	-0.734567	-2.41729	-1.57121	-2.51823	-7.346754e-02	-9.075330e+02	-9.076065e+02
1210	-0.166447	-2.21511	0.161958	0.132047	0.499906	-0.24517	-2.68195	-0.499555	-2.81585	-0.772202	-2.51611	-0.349366	-1.88722	5.996780e-01	-9.074361e+02	-9.068364e+02
1220	-0.501808	-2.11166	0.21371	0.236182	0.499519	-0.842994	-1.58784	-0.94045	-1.89856	-0.398976	-2.43108	-0.403787	-1.41507	-1.287452e+00	-9.081222e+02	-9.094096e+02
1230	-0.488066	-2.02144	0.21371	0.0461387	0.499308	-1.05699	-2.02523	-0.91119	-2.04318	-1.60752	-1.84348	-1.74309	-1.85207	1.064531e+00	-9.084947e+02	-9.074301e+02
1240	-0.594391	-2.0235	0.230337	0.0635989	0.498459	-0.92696	-2.26109	-0.477401	-2.18749	-1.7079	-2.1162	-0.839721	-2.33643	-9.627782e-01	-9.100019e+02	-9.109647e+02
1250	-0.804213	-2.43124	0.980688	0.112973	0.498885	-1.3321	-2.4657	-1.2701	-2.39711	-1.46139	-2.40608	-1.03586	-2.15648	-3.725716e+00	-9.092457e+02	-9.129714e+02
1260	-0.734592	-2.28242	0.247765	0.0628389	0.499534	-0.928794	-2.35001	-0.913012	-2.68045	-0.958325	-2.66773	-0.161745	-2.22786	-1.505246e+00	-9.080958e+02	-9.096010e+02
1270	-0.337692	-2.06016	0.0990521	0.219806	0.499101	-0.1875	-1.60442	-0.541985	-1.89751	-0.368938	-2.31076	-0.74367	-2.8769	2.127596e+00	-9.088617e+02	-9.067341e+02
1280	-0.525346	-1.89899	0.156022	0.0601871	0.499779	-1.03753	-1.9713	-1.33655	-2.05228	-0.941119	-2.20788	-1.1307	-1.98501	3.254412e+00	-9.076613e+02	-9.044069e+02
1290	-0.642285	-1.74921	0.156022	0.101732	0.4993	-1.41502	-2.21094	-1.64721	-2.60009	-0.688235	-1.79455	-0.437638	-1.71967	1.514072e+00	-9.085101e+02	-9.069960e+02
